username,gender,country,followers,Tweet Sentiment Score,Reply Sentiment Score,F_z,G_z,coher_z,cohes_z,language_score,z_log_replies,z_log_likes,z_log_quotes,z_log_retweets,metric_score,PQ_score
adnansamilive,Male,India,690685,-0.08,0.12,0.16373113196744513,0.22401935441478227,0.16287624045218377,-0.5882317616043689,-0.12401713117171194,0.783754639560342,0.9676214892398393,0.41805407683272394,0.6187038832536299,0.6970335222216335,0.1110532412038948
ajaydata,Male,India,12839,0.36,0.41,-0.1653236775620146,-0.22135618638042356,-0.24570391522071142,0.30759049420351586,0.03496925465906539,-0.7748948033982792,-0.942391358668172,-0.5112267623923622,-0.8777405984493941,-0.7765633807270524,-0.019150068784043506
ajith_tweets,Male,India,15301,0.26,0.1,-0.4268556793556602,-0.33692994288954026,-0.10881255827869543,-0.15616484540845627,0.0869917057024827,-0.038918680089741114,0.6155714939962362,0.014258423628758928,0.10236951379065737,0.17332018783147793,0.17842755866861432
alanmakmp,Male,United Kingdom,11427,0.74,0.18,0.27119700906810684,0.41816617496096553,0.02671752121295024,-0.176827899980259,-0.14785429172740033,-0.6626814856426244,-0.5167801486723049,-0.359627155826226,-0.5943071549561509,-0.5333489862743267,0.1273064659131982
alecshelbrooke,Male,United Kingdom,17352,0.34,-0.2,0.06434897128585979,0.07734108968435811,-0.2927040097754645,0.26788113034238986,-0.09054417819590155,-0.4798778388341898,-1.0970589286208834,-0.5037560496501523,-0.5229533535808555,-0.6509115426715204,-0.06389113912665056
alejandrotrojas,Male,United States,15936,0.1,-0.02,-0.46870079964264355,-0.30386003991798527,-0.3141449548268869,0.12367567075335595,0.07007339610450798,-0.2539632104439443,-0.41453068256883546,-0.36110194629322256,-0.4683632424964053,-0.37448977045060194,-0.033600423781298086
alessandraco,Female,United States,26235,0.3,0.27,-0.5899565459287884,-0.5600876989882893,-0.4079145666345078,0.473887606888972,0.16460742840145684,-0.6711667767470938,-1.0966666536344574,-0.46102626325300056,-0.8985988266879432,-0.7818646300806242,-0.012583928999719007
alexbdebrie,Male,United States,16737,0.32,0.34,-0.03598421485679344,-0.0032828210486189817,0.19597024985676334,-0.31950506124601213,0.02561063425540286,0.12018882321221872,-0.03577337529895096,-0.20756106751620876,-0.5063043118760524,-0.15736248286974824,0.11334256955918379
ali__arif,Male,Maldives,28201,0.0,-0.5,-0.2076443105795318,-0.24694904410647198,0.007910695060607917,0.23501418289764073,0.13715531218827803,-0.47697402149889007,-1.0906851474649917,-0.5292985852246542,-0.3792183979347048,-0.6190440380308104,-0.1386144158512192
alyssaxuu,Female,United Kingdom,38745,0.68,0.66,1.0614991672154503,0.9151974169094147,-0.22632140124083186,-0.24621527520451914,-0.5497411073928131,0.8311240895944089,0.9959626734621156,0.9970966263357898,0.5481220954924043,0.8430763712211796,0.350846760587451
am_kathir,Male,India,610473,0.86,0.56,-0.33603274782368503,-0.5509870667751869,0.7425630598017985,0.24401281812243203,0.50173631856983,-0.16400482747092288,0.6293787118119734,-0.14880765311052924,0.44078598011112546,0.18933805283541175,0.569855408779802
amandacstein,Female,United States,51330,0.16,-0.02,-0.6303751280241701,-0.4708331417433558,0.22023408111527637,0.28579714257702493,0.3814489135431022,-0.21797066689401393,0.5276339162877309,0.10888696456459282,-0.0660590441837301,0.08812279244364497,0.1994653721738419
ameeyajnik,Female,India,31701,0.36,0.6,0.24884791073301343,0.1463008098343449,0.3080838649114446,0.003473287007541592,0.03464374916274767,-0.8349903050965992,-0.5874373635779669,-0.5239980301796132,-0.6954895955193683,-0.6604788235933868,0.01927341885047759
aminattock,Male,Pakistan,66453,0.06,0.37,0.07623678954920732,0.17078279226677512,0.3096921829963453,0.36443356068913607,0.15681426924492567,-0.41255562997723233,-0.6421834775252548,-0.3994157496549755,-0.3182395617166111,-0.4430986047185185,-0.02123037040615192
anbariv,Male,India,39948,0.88,0.5,-0.16770124121468413,-0.1884571873001944,0.515850668292519,-0.35211201212893734,0.20507395598564493,-0.05411426179059381,0.8964905811217779,0.34034075558267035,0.7355770517612628,0.47957353166877936,0.5584155697128884
andersfoghr,Male,Denmark,268737,0.24,0.05,0.4547449230541927,0.49178302614958247,-0.09380448195020952,0.2115227086896735,-0.18081903057336512,0.3811829685481935,0.011206691009501541,-0.2356527205370257,0.6387158863232392,0.1988632063359771,0.09397009241198474
andersonnatalie,Female,United Kingdom,190356,0.64,0.27,-0.5186296363487031,-0.7445784496745614,-0.06576075680785247,0.4327146012683205,0.2902853534025902,-0.2248094202562739,0.2257514434204674,-0.45267097850114835,-0.430969742855379,-0.2206746745480834,0.30141693738375624
andrealeadsom,Female,United Kingdom,129081,0.56,-0.25,0.4452346684435146,0.4029984546057949,0.14865496516671145,0.10754001857478798,-0.09290025621199174,0.08997337038694359,-0.2642078585645022,-0.11103233235722629,-0.04646143212162616,-0.08293206316410273,0.16289690734537682
andreperryedu,Male,United States,20657,-0.02,-0.07,-0.17007880486735363,-0.017126036246014074,-0.37969280787335685,-0.005560678588440273,-0.10025301378222325,-0.45456332772742336,-0.27785706348057176,-0.2302380781633699,-0.5116386781364024,-0.36857428687694166,-0.1337194758539024
andrew303,Male,Australia,90415,0.3,0.0,-0.3155857004107274,-0.3121061526744583,-0.22415806371830602,0.2153224029703519,0.07928758049741207,-0.8697985655440269,-1.1976124091500528,-0.5495405657541151,-0.903270030271492,-0.8800553926799225,-0.076227574020757
andrewselous,Male,United Kingdom,23162,0.58,-0.39,0.7048646193150246,0.804024435601939,0.054025051353054444,0.2020014127438292,-0.2298515262647137,-0.30640087180454245,-0.8964007180687965,-0.26676479468850695,-0.5336689043225017,-0.5008088222210868,0.018342336565314185
andrkolesnikov,Male,Russia,13100,-0.38,-0.26,0.5916925894479563,0.6661049953019655,-0.18134553651926957,-1.001760605979496,-0.5170086121681906,-0.24855303090158515,0.037293538389387725,0.1964189717917818,0.13480041809001472,0.029989974342399806,-0.31260509006485726
angelbonet,Male,Spain,16831,0.58,0.4,0.5774272075319393,0.5278864731921712,0.047125105116921626,-0.12388758033807162,-0.23194428359964456,-0.8601683375697862,-1.016352672655325,-0.4526709785011483,-0.7869278124848842,-0.7790299503027863,-0.012340772655589957
ania_kubow,Female,United Arab Emirates,83991,0.24,0.33,-0.23712609987263364,-0.29792112969441137,-0.4496497910479492,0.3389940955689503,-0.011131154374158386,0.40370257584476527,0.31574153602006316,-0.2540682270132862,-0.3542569654613073,0.027779729847558804,0.11610558614964218
anilkapoor,Male,India,7032072,0.98,0.74,-0.4301842684693976,-0.47980559603796386,-0.30926129673128694,0.3284973895658602,0.11903079936527294,1.08292890871286,1.2427464715224115,0.24197887517206296,1.1236660523038362,0.9228300769277928,0.6954167590415302
anitazaidi,Female,United States,13806,0.26,0.38,0.3629709660611497,0.30331875998998387,-0.18974799711013676,-0.2164348002589997,-0.25840932471319794,-0.509685779925666,-0.2214200148876131,-0.207155864467166,-0.13077210784550122,-0.2672584417814866,-0.021337407859331026
annamalai_k,Male,India,550226,0.12,0.14,0.472338894083947,0.478922508327311,0.25055883994269595,-0.9203064018955682,-0.27343166345995046,1.7678382698442485,1.8812998451991956,2.0224356923537057,2.0783789043065575,1.9374881779259256,0.4573425454434963
annaturley,Female,United Kingdom,39134,-0.12,-0.1,0.08860012054308872,0.1273732038700053,-0.19693279966695193,-0.11471593548381506,-0.141033663513471,0.511148482070752,0.5919937317565522,0.5212896123245482,0.3202386834260887,0.486167627394485,0.026231807794579943
anthonykshriver,Male,United States,19473,0.9,0.0,-0.3526756933923717,-0.2550669789444505,-0.21122711334043892,0.136693440622709,0.07415724870052279,-0.7119352376623503,-1.079696965972674,-0.5495405657541151,-0.5968251074099052,-0.7344994691997616,0.1986223073102165
anthonymangnal1,Male,United Kingdom,10515,0.38,-0.29,0.22126817236204707,0.3545472014149121,-0.26490849994064497,-0.2977867337415734,-0.26735591857467816,0.3206894983981361,0.07992312724433276,0.3601591542477952,-0.007811396568249863,0.18824009583050355,0.10435324838522246
anupampkher,Male,India,20220812,0.28,0.18,-0.4354149085052704,-0.5374856593604435,-0.35600932021700255,-0.42346605062214104,-0.04272389972360374,2.1581424814229937,2.13077604196369,2.3090417901006486,2.161551226932688,2.189877885105005,0.6556523013591701
apphil,Male,Singapore,26912,0.22,1.0,-0.5076928435464236,-0.4241763794113947,-0.8892789515537352,-0.35053982275765344,-0.23109405416795833,-0.8972664735381176,-0.8645925064538319,-0.5367692979668641,-0.49620215284256003,-0.6987076077003441,-0.10600511817547352
aqsaleelajamali,Female,Pakistan,178278,-0.06,0.18,-0.05072510950334437,-0.10612423765395868,-0.14180793618735504,-0.0390886521370939,-0.03871094828596163,0.6508720293124903,0.710793333105506,0.524014673181837,0.37904939763621426,0.5661823583090119,0.11493230509146447
arifalvi,Male,Pakistan,4242495,-0.16,-0.03,0.061495894902656306,0.19325665397612637,-0.1921313425497601,-0.05888476674650642,-0.1264039242376149,0.78930160830563,0.9830387806223393,0.6582211521914527,0.8827641406478608,0.8283314204418208,0.10366167783917074
arifqur10278306,Male,India,10969,-0.14,-0.33,0.7352974340691943,0.5269465017898792,0.8197734082368153,0.007812390415984484,0.056187960978176806,-0.8010606365446954,-0.5264915456272374,-0.44520026575893845,-0.8848830663040462,-0.6644088785587294,-0.22174583134622933
ariivory,Female,United States,47872,0.26,0.21,-0.7211980595561452,-0.5527388316612769,-0.06411471207966157,0.011392266311070822,0.24826586946332074,-0.05890622512809081,0.4817359683202655,0.3188756113979386,-0.009241896721156474,0.18311586446723915,0.23475872695580605
arris_quinones,Male,United States,32604,0.56,0.44,-0.6222914116050937,-0.6326364008561192,-0.18696290947584862,0.2920856855024768,0.23358303687729604,-0.023862726073834075,-0.13090669374508251,-0.4196577301844364,-0.2698652089932885,-0.21107308974916045,0.26330663862589876
ashadevos,Female,United Kingdom,21957,0.14,0.0,-0.03360665120412399,-0.12949534479277078,-0.17202086334153766,0.25884224137525913,0.005991632778951043,-0.5874723441670371,-0.6863879605020204,-0.36708679915103914,-0.5572081200305918,-0.5495388059626721,-0.07958721165698271
ashevat,Male,United States,16117,0.18,0.14,0.4171794173420145,0.3521972729091815,-0.10669802526873301,-0.4991719993303599,-0.30288716246708763,-0.14038544463578678,0.01247266887921829,-0.2210526757099201,-0.4636220247642145,-0.2031468690576757,-0.06265286600454521
asimplenoochie,Male,United States,11206,0.12,0.13,-0.22286071795661674,-0.1669660229659668,-0.26951223205555147,0.06832140096898436,-0.010585794944842014,0.32050635652540793,0.07624656935857979,-0.41218701744222647,-0.592543059795422,-0.15199428783841515,0.013325689556943613
asmazehradr,Female,India,13888,-0.26,-0.16,0.13757793178808053,0.13848195680618652,0.46320085203406547,-0.4405957748964858,0.04203961061728629,-0.2363329113372515,0.14874845141153156,-0.11410754294111553,0.38873862710368684,0.046761656059212856,-0.08769770280001091
astridbavaresco,Female,United States,12467,0.26,0.31,-0.5609502693662205,-0.568761071473077,-0.0379762283519051,0.07014222788519804,0.22399914219345132,-0.7022102854633658,-0.8636909275521044,-0.5367692979668641,-0.8277433234668307,-0.7326034586122917,0.0035488780049624663
attorneybharti,Male,India,197503,-0.38,-0.17,0.5274983708258796,0.52318661618071,0.0297420129136612,-0.5686781774813712,-0.3124070031966446,0.31268856824887853,0.6476129785327319,0.33412175248877574,0.9542242921861188,0.5621618978641264,-0.11368162649296179
azamkhanswatipk,Male,Pakistan,193873,-0.44,-0.15,0.6492296298425583,0.6560216657137393,-0.022695159151049523,-0.5360393088467087,-0.3766569809539029,0.3965515173139538,0.7743012831197782,0.46101973789440825,0.9337307550774299,0.6414008233513926,-0.13614688844832273
baileymcfc,Male,United Kingdom,17722,0.2,0.21,-0.4563374686487622,-0.47027770409654673,-0.211535928225209,0.4352841362085377,0.18637146695590728,-0.3773070326155583,-0.42461311431070414,-0.4984554946051112,-0.5426410638708109,-0.4607541763505461,0.03122289599913567
baisdenlive,Female,United States,165947,-0.14,-0.21,-0.04121485489266634,-0.10381703512105946,-0.48756413728010933,0.12022368939141069,-0.14823475705385578,0.06615768778765467,-0.5400309196202908,-0.5495405657541151,0.30205238421348446,-0.1803403533433168,-0.15605551545198595
bajwas24,Female,Pakistan,213356,-0.26,0.0,0.2821338018703865,0.18718956583405835,0.12451536781606964,0.394217602086524,0.02529057039921091,0.37705421521246746,0.19403300894908523,-0.09968516712411662,0.04619699768185111,0.12939976367982184,-0.06406288796028128
bakhtawarbz,Female,United Arab Emirates,3316304,-0.1,0.27,0.25027444892461514,0.08746714524541563,-0.040391222401814544,0.26725753298336874,-0.046534031565978184,2.2083974590746154,1.4079007807721828,1.5884911753073294,1.9195660271072281,1.7810888605653392,0.40481200567154135
barkhatrehan16,Female,India,50384,-0.14,-0.14,-0.4725049014869148,-0.402685215077167,-0.019663614504935395,0.0803130857189075,0.19021716329559854,0.04902339167231835,0.35827224824572573,-0.1456985687143712,0.27999292093540445,0.1353974980347693,0.027914523497371876
baronessjenkin,Female,United Kingdom,11997,0.6,0.39,-0.05975985138348849,-0.03789085904210677,-0.2067161010819099,0.35916183605972696,0.010862968098438721,-0.5302193168053624,-0.5601306981947429,-0.3657324258686895,-0.2830647499347576,-0.43478679770088824,0.15406219100430957
beeasmarine,Female,France,20687,-0.26,0.37,-0.30464890760844765,-0.1720504137329113,-0.6428927419534557,-0.46175159989588344,-0.24090770310473367,0.1426316195495374,0.12415321142288631,0.16642516954821424,0.46215322377431983,0.22384080607373946,-0.10181210941298523
benadamsuk,Male,United Kingdom,57443,0.24,0.4,-0.6655630700836788,-0.6138796987831052,-0.23686825727364383,0.510287515048298,0.26836709100361633,0.5496511018697592,0.28513828279668574,-0.2704398737583284,-0.01291499638694325,0.13785862863029336,0.23097478445865827
benclaimant,Male,United Kingdom,43162,-0.4,-0.35,0.08289396777668191,0.13220123879996099,-0.49599028867026507,0.2421176006793396,-0.18806090954523877,-0.25725302233588077,-0.056763201276467855,-0.12992235679616823,0.017255334426170353,-0.10667081149558659,-0.2605859757374683
benraylujan,Male,United States,10737,0.12,-0.41,0.23172945243379306,0.24914222643968453,-0.19532482262389916,-0.2973990167093152,-0.23204279076552922,-0.37443241376110464,-0.31485309218398827,-0.13634786245612188,-0.21073301747524334,-0.25909159646911445,-0.10688573634693738
benwashiali001,Male,Kenya,11808,0.08,0.01,0.5032472215686508,0.49490202216627943,-0.1160237857344411,-0.2512191674058212,-0.2971177164621639,0.2856298989612271,0.32883969904142396,-0.1262421815545275,-0.07125929217020716,0.10424203106947916,-0.030574807171279375
bethfertig,Female,United States,15217,-0.2,0.12,0.06720204766906317,0.10464298632366517,-0.17456141774395229,-0.04829416821168026,-0.11010831367300247,-0.6720302095736419,-0.7434082604225641,-0.40158590735214433,-0.7761117183428569,-0.6482840239228019,-0.2691035000826012
bevinsdarrel,Female,United States,25842,-0.3,-0.06,-0.4872457961334659,-0.36576997455078003,-0.5246055388628634,0.33039814962029895,0.038988150674032156,0.6045098980695672,0.8559533509493715,0.14665104818159339,0.00618609173082441,0.4033250972328392,-0.01047228048958054
beynate,Male,Canada,15680,0.18,-0.44,0.4837511996167606,0.41675621785752726,-0.33940855797833547,0.04386202333924435,-0.3137920001942663,-0.3548158814819628,-0.4236367290748568,-0.0486464224144706,-0.2522405955021918,-0.2698349071183705,-0.11159632683787252
binanepram,Female,India,526330,-0.6,-0.46,0.8841329187263053,0.6188500693503634,0.13531669115443148,0.33323310800600836,-0.20635158448995367,-0.4801424889153178,-0.7220055473731308,-0.47821351407565027,-0.343979668823414,-0.5060853047968785,-0.45142680154620574
bishforcongress,Female,United States,16516,-0.32,-0.42,-0.14582765561012462,-0.2180662864724007,-0.17654660754038998,-0.3635581290299084,-0.07777534349186026,0.11167800661428318,0.13772641297499358,0.21581681297917796,0.12111338612306043,0.1465836546728788,-0.13568668937933837
bjpramswaroop,Male,India,26640,0.38,0.3,-0.2171545651902099,0.10024221112202407,0.47856949374918156,0.6822279156205863,0.38299552906865075,-0.6852454511874139,-0.5013537466190288,-0.49845549460511124,-0.218227863826495,-0.4758206390595125,0.16294349895571714
blessedayesha,Female,Pakistan,10334,-0.24,0.29,-0.2551955836329219,-0.24758993369894397,0.1656427083419117,0.12273787303201247,0.19212232640293808,-0.6919613799358609,-0.8336438475115564,-0.41435717513939535,-0.6739298926966484,-0.6534730738208654,-0.18723157053433492
blessmepadre,Male,Russia,13542,-0.2,-0.25,-0.9166337918055788,-0.8035402921819847,-0.15987940158333339,0.06013798148703007,0.3034200024239447,-0.5832092140701157,-1.055027014305502,-0.5112267623923621,-0.7459534162037355,-0.723854101742929,-0.18243752470854885
bob_moritz,Male,United States,18863,0.52,0.2,0.11427780799191932,-0.07019169450269538,-0.11499251084415771,0.3263224713271139,-0.007996683019546522,-0.7677120932385438,-0.4783788614050109,-0.48687335195485526,-0.2680186308364624,-0.5002457343587182,0.09053956150445652
bobgourley,Male,United States,20017,0.14,0.0,0.043426411142368046,0.13489297508834336,-0.44039518024900637,-0.32076812787584624,-0.2668289185263166,-0.563075912377736,-0.6672172918060484,-0.3941151946099344,-0.5816650268901371,-0.5515183564209639,-0.16192826466313595
boxbrown,Male,United States,14374,-0.14,-0.2,0.09620832423163111,0.13848195680618655,-0.06948924928935746,0.15042243551010298,-0.040421905563830386,-0.015082878121649223,-0.04684363546352819,-0.23584959029901062,-0.4656987922372737,-0.1908687240303654,-0.12584375267674047
brandonlewis,Male,United Kingdom,67290,0.44,-0.32,0.6278315569685327,0.6375640454505457,-0.20673313829989437,-0.08640895336953576,-0.35208091762947924,0.8434311755875988,0.1674227536306086,0.46142825815139327,0.08960210803397711,0.39047107385089447,0.15199349317387983
brendatracy24,Female,United States,26882,-0.52,-0.15,-0.07307420783843771,0.006586878675449739,-0.10576981846758474,-1.137623801685575,-0.2485691132401626,0.37157915512036743,0.6262460930735962,0.42972638448462186,0.28619954806325326,0.4284377951854595,-0.18296128517568394
buzzindelhi,Male,India,151589,0.34,-0.07,0.050559102100376646,0.16309211715711114,0.13760652049713584,0.3652120940996759,0.0966080846729654,-0.04725088563209674,0.25898022070785165,0.33069416548416597,0.424803526095397,0.24180675666382936,0.22193411456784695
campbell_brown,Female,United States,21638,0.2,-0.11,-0.2994182675725747,-0.3721361445026687,-0.3519857955843237,0.4190042539128192,0.07004562727087368,-0.32024565469355015,-0.9507144609796001,-0.5239980301796132,-0.45852754666846857,-0.563371423130308,-0.04532916760131487
carbone,Male,France,29621,0.44,1.0,-0.11444381539488711,-0.09399006136982221,0.09965716188568007,0.5368910120317645,0.19097321791607336,-0.8119929393666108,-1.0802122328045738,-0.5495405657541151,-0.6874719828542522,-0.7823044301948882,0.08771585782609999
casparnova,Male,United Kingdom,17415,0.14,0.09,-0.41163927197857547,-0.414221227741663,-0.07742162367603814,0.18674435036994375,0.17129412497131244,-0.3592825727772287,-0.3666962164498264,-0.4087002251392901,-0.810048905538235,-0.48618197997614515,-0.009657257502642558
cbs4tim,Male,United States,11191,0.3,0.53,-0.2851528856565577,-0.29604118688982684,-0.23156416575747676,0.1827189759283659,0.05906811326863246,-0.4895853402158067,-0.5660745305421443,-0.233818570980818,-0.48886136023108123,-0.44458495049246266,0.05307419635747406
cdessalegn,Male,Ethiopia,193723,-0.26,-0.41,0.4342978756412348,0.3883434459246021,0.19307912749722178,-0.2912003617269689,-0.15013212863133574,1.2541410460291502,1.165120439884995,1.7516202301319985,1.6551087140667147,1.4564976075282152,0.1945847632926531
celentra,Male,China,30813,-0.26,-0.12,0.48232466142515884,0.6106039565938903,-0.49585550105335807,-0.27519205593598633,-0.45913840569547715,0.07799237189863069,0.41297844926219496,0.17700540373066417,0.3600162293218542,0.25699811355333607,-0.18349199332030913
cherrigregg,Female,United States,10390,0.14,-0.21,-0.44920477769075384,-0.5343666633437463,-0.28241935904068416,0.3287001299679902,0.14097038201892512,-0.6596508724911233,-0.7737000948982906,-0.4835140691206914,-0.6685629133956722,-0.6463569874764444,-0.07379813226343356
chmnmendelson,Male,United States,12254,0.22,-0.04,0.3021053365528104,0.36347692973668855,-0.07756216185032233,-0.3434340203762079,-0.2266909627548825,-0.6944304874513297,-0.891899241608794,-0.3849933738379766,-0.6689607163051531,-0.6600709548008133,-0.14702502752666807
cindymccain,Female,United States,263618,0.52,0.03,-0.5195806618097708,-0.4578017200297586,-0.11899742872117094,0.28283117253487755,0.21062163356441435,0.056191952047173574,-0.4427340488247495,-0.07960627930119797,-0.11711775977186635,-0.14581653396266003,0.23623235657865932
cjwerleman,Male,United States,348887,-0.8,-0.42,0.8375326711339833,0.6707621263405951,0.143465906525855,-0.17663770106781912,-0.29627719157747623,1.4272809484329287,1.648650486702416,1.9940957398618666,2.040069199236531,1.7775240935584362,0.01449786591636611
claudiawebbe,Female,United Kingdom,83334,-0.5,-0.53,0.2041497140628268,0.2482877069830552,0.11852228086196043,-0.32005291580785344,-0.10267535573393999,1.4829223594779632,1.3473606274277115,1.244898207878376,1.5866405281014064,1.415455430721364,0.09656125096015902
clayroutledge,Male,United States,19011,-0.42,-0.45,0.6601664226448384,0.6999439657844866,-0.268673447269752,-0.036697158186953314,-0.38285313391719145,-0.457401492366142,-0.24474879634523236,-0.12985818227408574,-0.2504328794796426,-0.2706103376162756,-0.3730085245792264
cmofkarnataka,Male,India,1519504,0.3,-0.13,0.5294004217480154,0.48263966796364827,0.2219037981968557,-0.0893459680528244,-0.136191767652592,1.0671021967199015,1.021905939965869,1.0860318059978453,1.1832160738075665,1.0895640041227959,0.34503347073492135
coachwaldrum,Male,United States,13021,0.3,0.06,-0.7116878049454674,-0.6676716985779216,-0.3721889703112813,0.47617069038739834,0.22663206129439953,-0.2546896090677197,-0.18977347907157874,-0.4729129590306092,-0.541367949696318,-0.3646859992165565,0.09981811858418073
collinhansen,Male,United States,18124,0.3,0.05,-0.0844865133712514,-0.08540214083069742,-0.213645326593482,0.13492203667508373,-0.024587555207930906,-0.5094608268716132,-0.5516294528080525,-0.45267097850114835,-0.7680917501164197,-0.5704632520743084,-0.02749207958095637
crescatkevin,Male,United States,34503,-0.22,-0.25,-0.11824791723915823,-0.05322948328860324,0.23038358862680852,0.018566207474309874,0.1366640004461933,-0.002068363085190836,0.233683484781604,0.44136209259295806,0.23891616973637345,0.2279733460064361,-0.002507463364532992
cryptovet_,Male,United States,10701,0.2,0.31,-0.4886723343250676,-0.5695301389840435,-0.4467559192983195,0.012493069277912388,0.027350960332179302,-0.4592831025642573,-0.6810569066910338,-0.4782135140756503,-0.8383988362512284,-0.6142380898955424,-0.049854234374231796
davidsweetmp,Male,Canada,11470,0.18,-0.4,0.6278315569685331,0.7145989744656795,-0.09494710458678285,0.22178135385389233,-0.25343193560106253,-0.7605950357753892,-0.9018676924094745,-0.4688015291225631,-0.5493377258948587,-0.670150495800572,-0.19156720463046178
davidvitter,Male,France,26282,0.44,-0.63,0.13757793178808053,0.23551264110644674,-0.025396762250859718,0.3954015945857982,0.004096970369746938,-0.4491631938431327,-0.759317867916549,-0.4595747220568521,-0.20137218034677795,-0.4673569910408281,0.02888984335071708
dbeniwal21,Male,India,33151,0.82,0.75,-0.28562839838709164,-0.4627579328782089,0.3839839449600515,0.6547957852635434,0.4165170478406777,-0.7748948033982792,-0.9096174086048321,-0.4856842268178603,-0.7213032517778554,-0.722874922649707,0.3097363836897765
deangeliscorey,Male,United States,134712,0.02,-0.18,0.6083355350166428,0.5345517249538801,0.20828330784491034,0.11735268864877473,-0.12917197213266177,1.0839483002663357,1.3897435466687384,1.8223705397516627,1.4262066653551586,1.4305672630104735,0.31789022411281986
ded,Male,United States,20322,-0.26,0.03,-0.43779247215794004,-0.39657540096226734,-0.24316636669157696,0.04515964911166276,0.0827606648893105,-0.6577273080051386,-0.7561201037366356,-0.48568422681786017,-0.9538920057861625,-0.7133559110864494,-0.25601077830481916
